LocationDirection,LocationCode,Mesh_ID,Link_ID,draw_LineDir,Link_kind,Rtic_kind,Link_direction,Link_length,LTN
+,658,605602,711043,1,6,4,1,0.073,32
+,658,605602,49047394,1,6,4,2,0.066,32
+,658,605602,696954,1,6,4,2,0.094,32
+,658,605602,707888,1,6,4,2,0.159,32
+,658,605602,707890,1,6,4,2,0.077,32
+,658,605602,690945,1,6,4,2,0.078,32
+,658,605602,695605,0,6,4,3,0.055,32
+,658,605602,695604,0,6,4,3,0.014,32
+,658,605602,695600,0,6,4,3,0.032,32
+,658,605602,695599,0,6,4,3,0.206,32
+,658,605602,694063,0,6,4,3,0.096,32
+,658,605602,704923,0,6,4,3,0.325,32
+,658,605602,695595,0,6,4,3,0.022,32
+,658,605602,695180,0,6,,3,0.006,32
+,658,605602,693819,1,4,,2,0.008,32
+,658,605602,693820,1,4,,2,0.012,32
+,659,595672,412458,1,6,4,1,0.304,32
+,659,595672,404644,1,6,4,1,0.352,32
+,659,595672,432133,1,6,4,1,0.044,32
+,663,595672,366268,0,6,4,1,0.117,32
+,663,595672,366267,0,6,4,1,0.036,32
+,663,595672,366266,0,6,4,1,0.113,32
+,663,595672,432135,0,6,4,1,0.034,32
+,663,595672,432134,0,6,4,1,0.141,32
+,663,595672,366269,0,6,4,1,0.078,32
+,663,595672,423991,0,6,4,1,0.022,32
+,663,595672,423989,0,6,4,1,0.022,32
+,664,595672,423986,0,6,4,1,0.04,32
+,664,595672,427120,1,6,4,1,0.061,32
+,664,605602,642620,1,6,4,1,0.039,32
+,664,605602,642621,1,6,4,1,0.025,32
+,664,605602,687603,1,6,,1,0.023,32
+,665,605602,9017242,0,6,4,1,0.237,32
+,665,605602,9017241,0,6,4,1,0.093,32
+,665,605602,9017236,0,6,4,1,0.065,32
+,665,605602,15480375,0,6,4,3,0.117,32
+,665,605602,15480372,1,6,4,2,0.309,32
+,665,605602,697068,0,6,4,1,0.121,32
+,665,605602,697067,0,6,4,1,0.032,32
+,665,605602,697065,1,6,4,1,0.062,32
+,665,605602,697066,1,6,4,1,0.176,32
+,665,605602,687400,1,6,4,1,0.154,32
+,665,605602,697898,0,6,4,1,0.349,32
+,665,605602,14226665,1,6,4,1,0.24,32
+,665,605602,14226682,1,6,4,1,0.106,32
+,665,605602,14226683,1,6,4,1,0.083,32
+,665,605602,690684,1,6,4,1,0.144,32
+,665,605602,87767837,1,6,4,1,0.033,32
+,665,605602,87767838,1,6,4,1,0.069,32
+,665,605602,705748,1,6,4,1,0.04,32
+,665,605602,692579,0,6,4,1,0.26,32
+,665,605602,704384,0,6,4,1,0.02,32
+,665,605602,697897,1,6,4,1,0.047,32
+,667,595673,578019,0,4,4,3,0.01,32
+,667,595673,578018,0,4,4,3,0.034,32
+,667,595673,673365,0,4,4,3,0.093,32
+,667,595673,673364,0,4,4,3,0.062,32
+,667,595673,671398,0,4,4,3,0.05,32
+,667,595673,671353,0,4,4,3,0.117,32
+,667,595673,671352,0,4,4,3,0.06,32
+,667,595673,671348,0,4,4,3,0.05,32
+,667,595673,671347,0,4,4,3,0.068,32
+,667,595673,585188,0,4,4,3,0.041,32
+,667,595673,584923,1,2,,2,0.014,32
+,668,595673,578001,0,4,4,3,0.02,32
+,668,595673,672645,0,4,4,3,0.021,32
+,668,595673,682633,0,4,4,3,0.033,32
+,668,595673,682632,0,4,4,3,0.155,32
+,668,595673,668022,0,4,4,3,0.102,32
+,668,595673,565655,0,4,4,3,0.026,32
+,668,595673,565651,0,4,4,3,0.049,32
+,668,595673,669506,0,4,4,3,0.124,32
+,668,595673,672658,0,4,4,3,0.06,32
+,668,595673,672669,0,4,4,3,0.091,32
+,668,595673,672666,0,4,4,3,0.069,32
+,668,595673,678811,0,4,4,3,0.026,32
+,668,595673,678810,0,4,4,3,0.01,32
+,668,595673,587966,0,4,,3,0.01,32
+,672,595673,577991,1,4,4,2,0.016,32
+,672,595673,12962494,1,4,4,2,0.187,32
+,672,595673,12962495,1,4,4,2,0.021,32
+,672,595673,667993,1,4,4,2,0.125,32
+,672,595673,687174,1,4,4,2,0.03,32
+,672,595673,687175,1,4,4,2,0.082,32
+,672,595673,587945,1,4,4,2,0.012,32
+,672,595673,577985,1,4,4,2,0.053,32
+,672,595673,577986,1,4,,2,0.008,32
+,672,595673,587941,1,4,,2,0.011,32
+,672,595673,577976,0,4,,3,0.008,32
+,672,595673,678732,0,4,4,3,0.027,32
+,673,595673,678731,0,4,4,3,0.017,32
+,673,595673,49044142,0,4,4,3,0.111,32
+,673,595673,49044141,0,4,4,3,0.028,32
+,673,595673,667988,0,4,4,3,0.074,32
+,673,595673,666441,0,4,4,3,0.043,32
+,673,605603,603057,0,4,4,3,0.15,32
+,673,605603,587137,1,4,4,2,0.029,32
+,673,605603,585632,1,4,,2,0.013,32
+,674,605603,587133,1,4,4,2,0.032,32
+,674,605603,734222,1,4,4,2,0.075,32
+,674,605603,734224,1,4,4,2,0.229,32
+,674,605603,584153,1,4,4,2,0.024,32
+,675,605603,584151,1,4,4,2,0.03,32
+,675,605603,584152,1,4,4,2,0.089,32
+,675,605603,585602,1,4,4,2,0.257,32
+,675,605603,587080,1,4,4,2,0.026,32
+,675,605603,587081,1,4,,2,0.011,32
+,676,605603,585599,1,4,4,2,0.027,32
+,676,605603,734188,1,4,4,2,0.171,32
+,676,605603,732715,1,4,4,2,0.084,32
+,676,605603,587124,1,4,4,2,0.026,32
+,676,605603,584126,0,4,,3,0.017,32
+,677,605603,587119,0,4,4,3,0.038,32
+,677,605603,729178,0,4,4,3,0.046,32
+,677,605603,572593,0,4,4,3,0.079,32
+,677,605603,88026366,0,4,4,3,0.077,32
+,677,605603,88026365,0,4,4,3,0.053,32
+,677,605603,585623,0,4,,3,0.007,32
+,677,605603,727659,0,4,4,3,0.168,32
+,677,605603,564819,0,4,,3,0.01,32
+,680,595661,276021,0,3,4,3,0.431,32
+,680,595661,283311,0,3,4,3,0.099,32
+,680,595661,271897,0,3,4,3,0.191,32
+,680,595661,88044090,0,3,4,3,0.061,32
+,680,595661,88044089,0,3,4,3,0.062,32
+,680,595661,86012889,0,3,4,3,0.432,32
+,680,595661,271890,0,3,4,3,0.079,32
+,680,595661,271887,0,3,,3,0.022,32
+,683,595662,450068,1,6,4,2,0.13,32
+,683,595662,450119,0,6,4,3,0.047,32
+,683,595662,513308,0,6,4,3,0.192,32
+,683,595662,515357,0,6,4,3,0.06,32
+,683,595662,515356,0,6,4,3,0.088,32
+,683,595662,454840,1,6,4,2,0.105,32
+,683,595662,454842,1,6,4,2,0.036,32
+,683,595662,461545,1,6,4,2,0.034,32
+,683,595662,461546,1,6,4,2,0.098,32
+,683,595662,451679,1,3,,2,0.048,32
+,685,595653,316053,1,6,4,2,0.195,32
+,685,595653,303019,1,6,4,2,0.189,32
+,685,595653,302939,0,6,4,3,0.092,32
+,685,595653,302938,0,6,4,3,0.088,32
+,685,595653,295213,0,6,4,3,0.047,32
+,686,595653,302927,0,6,4,3,0.038,32
+,686,595653,333623,0,6,4,3,0.103,32
+,686,595653,333622,0,6,4,3,0.035,32
+,686,595653,308704,0,6,4,3,0.032,32
+,686,595653,14190887,0,6,4,3,0.129,32
+,686,595653,14190886,0,6,4,3,0.025,32
+,686,595653,333537,0,6,4,3,0.012,32
+,686,595653,333533,0,6,4,3,0.014,32
+,686,595653,332055,0,6,4,3,0.108,32
